playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
santira01,2011,1,DET,AL,101,258,29,67,11,3,5,30,0,0,17,38,0,4,11,4,5
santoom01,2011,1,DET,AL,11,22,1,5,0,0,0,0,0,0,0,4,0,0,0,0,0
santose01,2011,1,CHA,AL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sappeda01,2011,1,CIN,NL,38,107,14,26,8,0,0,5,1,1,7,17,0,0,4,0,1
sardida01,2011,1,PHI,NL,15,32,8,7,1,0,0,1,0,0,10,13,1,1,0,0,0
satinjo01,2011,1,NYN,NL,15,25,3,5,1,0,0,2,0,0,1,11,0,1,0,0,1
saundjo01,2011,1,ARI,NL,33,61,2,12,1,0,0,4,0,0,2,15,0,0,4,0,1
saundmi01,2011,1,SEA,AL,58,161,16,24,5,0,2,8,6,2,12,56,1,0,5,1,1
saverjo01,2011,1,PHI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schafjo02,2011,1,ATL,NL,52,196,32,47,6,3,1,7,15,4,18,42,0,1,4,0,3
schafjo02,2011,2,HOU,NL,30,106,14,26,4,0,1,6,7,0,10,28,0,1,0,1,1
schaflo01,2011,1,MIL,NL,8,3,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
scherma01,2011,1,DET,AL,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schiena01,2011,1,SFN,NL,115,335,42,93,22,1,9,41,7,4,21,61,3,4,0,2,5
schleda01,2011,1,DET,AL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
schnebr01,2011,1,PHI,NL,41,125,11,22,4,0,2,9,0,0,11,35,1,1,1,1,3
schumsk01,2011,1,SLN,NL,117,367,34,104,19,0,2,38,0,2,27,50,3,2,1,3,10
schwich01,2011,1,NYN,NL,4,6,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0
schwimi01,2011,1,PHI,NL,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
scottlu01,2011,1,BAL,AL,64,209,24,46,11,0,9,22,1,1,24,54,1,1,0,2,2
scribev01,2011,1,SDN,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scutama01,2011,1,BOS,AL,113,395,59,118,26,1,7,54,4,2,38,36,1,1,7,4,12
seageky01,2011,1,SEA,AL,53,182,22,47,13,0,3,13,3,1,13,36,0,2,2,2,4
selleju01,2011,1,LAN,NL,36,123,20,25,9,0,1,13,1,0,12,21,0,2,1,1,1
severat01,2011,1,WAS,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shawbr01,2011,1,ARI,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sherrge01,2011,1,ATL,NL,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shielja02,2011,1,TBA,AL,33,8,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
shoppke01,2011,1,TBA,AL,87,221,23,39,3,0,11,22,0,0,19,79,0,9,3,1,5
shuckja01,2011,1,HOU,NL,37,81,9,22,2,1,0,3,2,0,11,7,1,0,0,0,3
simonal01,2011,1,BAL,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sippto01,2011,1,CLE,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sizemgr01,2011,1,CLE,AL,71,268,34,60,21,1,10,32,0,2,18,85,1,6,0,3,4
sizemsc01,2011,1,DET,AL,17,63,8,14,1,0,0,4,1,1,10,19,0,0,1,0,0
sizemsc01,2011,2,OAK,AL,93,305,42,76,21,1,11,52,4,2,43,93,0,2,4,1,8
slamaan01,2011,1,MIN,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slatedo01,2011,1,WAS,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sloweke01,2011,1,MIN,AL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithjo05,2011,1,CLE,AL,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithjo06,2011,1,CIN,NL,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smithse01,2011,1,COL,NL,147,476,67,135,32,9,15,59,10,2,46,93,7,4,0,7,9
smoakju01,2011,1,SEA,AL,123,427,38,100,24,0,15,55,0,0,55,105,4,3,0,4,10
snidetr01,2011,1,TOR,AL,49,187,23,42,14,0,3,30,9,3,11,56,1,1,1,2,5
snydebr02,2011,1,CHN,NL,8,9,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
snydebr03,2011,1,BAL,AL,6,13,2,3,1,0,0,1,0,0,3,4,0,1,0,0,0
snydech02,2011,1,PIT,NL,34,96,13,26,3,0,3,17,0,1,17,23,0,1,2,3,2
sogarer01,2011,1,OAK,AL,27,70,7,14,3,0,2,4,0,0,4,13,0,0,0,0,2
sonnaan01,2011,1,TBA,AL,15,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
soriaal01,2011,1,CHN,NL,137,475,50,116,27,1,26,88,2,1,27,113,4,4,0,2,15
soriajo01,2011,1,KCA,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soriara01,2011,1,NYA,AL,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sosahe01,2011,1,HOU,NL,10,15,3,1,1,0,0,0,0,0,2,8,0,0,1,0,0
sotoge01,2011,1,CHN,NL,125,421,46,96,26,0,17,54,0,0,45,124,3,6,0,2,12
spande01,2011,1,MIN,AL,70,284,37,75,11,5,2,16,6,1,27,36,0,0,0,0,3
spearna01,2011,1,BOS,AL,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
spencjo01,2011,1,SDN,NL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spilbry01,2011,1,COL,NL,98,200,22,42,8,1,3,22,2,2,19,49,0,2,0,2,10
stairma01,2011,1,WAS,NL,56,65,4,10,1,0,0,2,0,0,9,23,0,0,0,0,1
stammcr01,2011,1,WAS,NL,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stantmi03,2011,1,FLO,NL,150,516,79,135,30,5,34,87,5,5,70,166,6,9,0,6,11
staufti01,2011,1,SDN,NL,32,54,2,8,0,0,0,6,0,0,1,19,0,0,7,1,1
stettmi01,2011,1,MIL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steveje01,2011,1,CHN,NL,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stewach01,2011,1,SFN,NL,67,162,20,33,8,0,3,10,0,0,16,18,4,2,3,0,2
stewaia01,2011,1,COL,NL,48,122,14,19,6,1,0,6,3,2,14,37,2,0,0,0,1
stewaza01,2011,1,TOR,AL,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
stewaza01,2011,2,CHA,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stinsjo01,2011,1,NYN,NL,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
storedr01,2011,1,WAS,NL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strasst01,2011,1,WAS,NL,5,6,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0
streehu01,2011,1,COL,NL,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stroppe01,2011,1,TEX,AL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stroppe01,2011,2,BAL,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stubbdr01,2011,1,CIN,NL,158,604,92,147,22,3,15,44,40,10,63,205,1,7,6,1,2
stulter01,2011,1,COL,NL,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
stutemi01,2011,1,PHI,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
surkaer01,2011,1,SFN,NL,6,8,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0
suttodr01,2011,1,BOS,AL,31,54,11,17,7,0,0,7,0,0,3,13,0,1,2,0,0
suzukic01,2011,1,SEA,AL,161,677,80,184,22,3,5,47,40,7,39,69,13,0,1,4,11
suzukku01,2011,1,OAK,AL,134,460,54,109,26,0,14,44,2,2,38,64,1,7,3,7,14
swarzan01,2011,1,MIN,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweenry01,2011,1,OAK,AL,108,264,34,70,11,3,1,25,1,1,33,48,3,0,1,1,7
swishni01,2011,1,NYA,AL,150,526,81,137,30,0,23,85,2,2,95,125,6,5,1,8,18
tabatjo01,2011,1,PIT,NL,91,334,53,89,18,1,4,21,16,7,40,61,1,4,1,3,8
takahhi01,2011,1,LAA,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
talbomi01,2011,1,CLE,AL,12,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
tallebr01,2011,1,SLN,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tallebr01,2011,2,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tateyyo01,2011,1,TEX,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tatumcr01,2011,1,BAL,AL,31,87,7,17,3,0,0,7,1,0,6,21,0,0,2,1,7
taylomi01,2011,1,OAK,AL,11,30,4,6,0,0,1,1,0,0,5,11,0,0,0,0,0
tazawju01,2011,1,BOS,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teafoev01,2011,1,KCA,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teagata01,2011,1,TEX,AL,14,34,3,8,2,0,0,2,0,0,2,13,0,0,0,0,0
teahema01,2011,1,CHA,AL,51,118,11,24,3,0,3,11,0,1,12,28,1,0,0,0,3
teahema01,2011,2,TOR,AL,27,42,3,8,1,0,1,3,0,0,4,17,0,0,1,0,0
teherju01,2011,1,ATL,NL,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
teixema01,2011,1,NYA,AL,156,589,90,146,26,1,39,111,4,1,76,110,3,11,0,8,12
tejadmi01,2011,1,SFN,NL,91,322,28,77,16,0,4,26,4,4,12,35,5,3,2,4,10
tejadru01,2011,1,NYN,NL,96,328,31,93,15,1,0,36,5,1,35,50,3,6,4,3,6
tejedro01,2011,1,KCA,AL,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tekotbl01,2011,1,SDN,NL,19,34,1,6,1,1,0,1,2,1,4,21,0,0,2,0,0
texeika01,2011,1,KCA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thameer01,2011,1,TOR,AL,95,362,58,95,24,5,12,37,2,1,23,88,0,5,1,3,7
thamema01,2011,1,LAN,NL,36,66,4,13,1,1,2,7,0,0,4,16,0,0,0,0,4
thatcjo01,2011,1,SDN,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thayeda01,2011,1,NYN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
theriry01,2011,1,SLN,NL,132,442,46,120,26,1,1,47,4,6,29,41,0,4,6,2,15
tholejo01,2011,1,NYN,NL,114,340,22,91,17,0,3,40,0,2,38,47,6,4,1,3,8
thomabr01,2011,1,DET,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomeji01,2011,1,MIN,AL,71,206,21,50,12,0,12,40,0,0,35,69,3,0,0,1,5
thomeji01,2011,2,CLE,AL,22,71,11,21,4,0,3,10,0,0,11,23,1,0,0,0,1
thompaa01,2011,1,PIT,NL,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thompda02,2011,1,CIN,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
thompri03,2011,1,LAA,AL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thornma01,2011,1,CHA,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thursjo01,2011,1,FLO,NL,1,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
tillmch01,2011,1,BAL,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tobinma01,2011,1,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tolbema01,2011,1,MIN,AL,87,207,22,41,10,2,0,11,3,2,11,31,0,4,4,0,2
tomkobr01,2011,1,TEX,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomlijo01,2011,1,CLE,AL,27,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0
toregwy01,2011,1,PIT,NL,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
torreal01,2011,1,TBA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
torrean02,2011,1,SFN,NL,112,348,50,77,24,1,4,19,19,6,42,95,0,4,4,0,3
torreyo01,2011,1,TEX,AL,113,396,40,108,27,1,7,37,0,2,20,65,0,0,1,2,11
tosonre01,2011,1,MIN,AL,60,172,20,35,7,1,5,22,0,2,14,42,0,3,0,0,2
towlejr01,2011,1,HOU,NL,54,147,11,27,7,0,3,11,0,0,13,26,1,2,1,2,3
treanma01,2011,1,KCA,AL,65,186,24,42,6,0,3,21,2,2,33,49,0,4,5,2,3
treanma01,2011,2,TEX,AL,7,10,0,0,0,0,0,1,0,0,1,4,0,0,0,1,0
troncra01,2011,1,LAN,NL,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
troutmi01,2011,1,LAA,AL,40,123,20,27,6,0,5,16,4,0,9,30,0,2,0,1,2
trumbma01,2011,1,LAA,AL,149,539,65,137,31,1,29,87,9,4,25,120,6,5,0,4,17
tuckery01,2011,1,TEX,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tulowtr01,2011,1,COL,NL,143,537,81,162,36,2,30,105,9,3,59,79,12,4,1,5,16
turneja01,2011,1,DET,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turneju01,2011,1,NYN,NL,117,435,49,113,30,0,4,51,7,2,39,59,2,10,2,1,9
ueharko01,2011,1,BAL,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ueharko01,2011,2,TEX,AL,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ugglada01,2011,1,ATL,NL,161,600,88,140,22,1,36,82,1,3,62,156,2,7,0,3,9
uptonbj01,2011,1,TBA,AL,153,560,82,136,27,4,23,81,36,12,71,161,4,4,2,3,16
uptonju01,2011,1,ARI,NL,159,592,105,171,39,5,31,88,21,9,59,126,9,19,0,4,8
uribeju01,2011,1,LAN,NL,77,270,21,55,12,0,4,28,2,0,17,60,2,6,0,2,12
utleych01,2011,1,PHI,NL,103,398,54,103,21,6,11,44,14,0,39,47,4,14,1,2,3
valaich01,2011,1,CIN,NL,14,25,3,7,1,1,0,0,0,0,2,3,0,0,0,0,0
valbulu01,2011,1,CLE,AL,17,43,4,9,0,0,1,1,1,0,1,9,0,0,0,0,0
valdejo01,2011,1,HOU,NL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdelu01,2011,1,ATL,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdeme01,2011,1,TEX,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdera02,2011,1,SLN,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdera02,2011,2,NYA,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valdewi01,2011,1,PHI,NL,99,273,39,68,14,4,1,30,3,3,18,41,3,0,7,2,13
valenda01,2011,1,MIN,AL,154,564,63,139,28,2,15,72,2,6,40,102,2,0,0,4,15
valvejo01,2011,1,DET,AL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vanderi01,2011,1,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vargaja01,2011,1,SEA,AL,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
varitja01,2011,1,BOS,AL,68,222,32,49,10,1,11,36,0,0,21,67,0,4,3,0,3
varvaan01,2011,1,ATL,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vasquan01,2011,1,SEA,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vasques01,2011,1,ARI,NL,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vazquja01,2011,1,FLO,NL,36,56,5,10,1,0,0,2,0,0,2,10,0,0,9,0,1
velazgi01,2011,1,LAA,AL,4,6,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0
velezeu01,2011,1,LAN,NL,34,37,5,0,0,0,0,1,1,0,2,11,0,1,0,0,0
venabwi01,2011,1,SDN,NL,121,370,49,91,14,7,9,44,26,3,31,92,4,5,1,4,2
ventejo01,2011,1,ATL,NL,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
verasjo01,2011,1,PIT,NL,79,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
verlaju01,2011,1,DET,AL,34,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
vicieda01,2011,1,CHA,AL,29,102,11,26,3,0,1,6,1,0,9,23,0,2,0,0,4
victosh01,2011,1,PHI,NL,132,519,95,145,27,16,17,61,19,3,55,63,1,6,6,0,4
villabr02,2011,1,DET,AL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
villaca01,2011,1,TOR,AL,33,4,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0
villael01,2011,1,FLO,NL,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
violape01,2011,1,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vizcaar01,2011,1,ATL,NL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vizquom01,2011,1,CHA,AL,58,167,18,42,7,1,0,8,1,2,9,18,0,0,4,2,2
vogelry01,2011,1,SFN,NL,31,53,7,12,1,0,0,2,0,0,2,15,0,1,5,0,1
volqued01,2011,1,CIN,NL,21,26,2,3,0,0,0,0,0,0,1,13,0,0,7,0,1
volstch01,2011,1,FLO,NL,29,46,3,9,2,0,0,2,0,0,1,19,0,0,5,0,1
vottojo01,2011,1,CIN,NL,161,599,101,185,40,3,29,103,8,6,110,129,15,4,0,6,20
wadeco01,2011,1,NYA,AL,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wagnene01,2011,1,OAK,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wakefti01,2011,1,BOS,AL,33,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
waldejo01,2011,1,LAA,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waldrky01,2011,1,MIN,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walkene01,2011,1,PIT,NL,159,596,76,163,36,4,12,83,9,6,54,112,5,4,0,8,15
wallabr01,2011,1,HOU,NL,115,336,37,87,22,0,5,29,1,1,36,91,4,3,1,2,12
waltepj01,2011,1,SLN,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waltepj01,2011,2,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wangch01,2011,1,WAS,NL,11,19,0,1,0,0,0,1,0,0,1,10,0,0,0,0,0
watsoto01,2011,1,PIT,NL,43,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
weaveje02,2011,1,LAA,AL,33,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
webbry01,2011,1,FLO,NL,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weeksje01,2011,1,OAK,AL,97,406,50,123,26,8,2,36,22,11,21,62,1,4,2,4,3
weeksri01,2011,1,MIL,NL,118,453,77,122,26,2,20,49,9,2,50,107,3,8,1,3,6
weilaky01,2011,1,BOS,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weinhro01,2011,1,DET,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wellsca01,2011,1,DET,AL,64,113,16,29,10,0,4,12,1,0,9,29,0,2,1,0,2
wellsca01,2011,2,SEA,AL,31,102,14,22,1,0,7,15,2,2,9,42,2,5,0,0,1
wellsra01,2011,1,CHN,NL,23,43,2,6,0,0,0,1,0,0,1,13,0,0,6,0,0
wellsve01,2011,1,LAA,AL,131,505,60,110,15,4,25,66,9,4,20,86,0,1,0,3,8
werthja01,2011,1,WAS,NL,150,561,69,130,26,1,20,58,19,3,74,160,5,10,0,4,10
westbja01,2011,1,SLN,NL,35,47,2,5,2,0,1,8,0,0,3,23,0,0,10,0,0
wheelda01,2011,1,BOS,AL,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whelake01,2011,1,NYA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whiteal01,2011,1,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whiteal01,2011,2,COL,NL,7,13,1,1,1,0,0,0,0,0,0,6,0,0,1,0,0
whiteel03,2011,1,SFN,NL,82,213,14,42,8,2,4,17,2,1,18,59,3,2,1,2,8
wietema01,2011,1,BAL,AL,139,500,72,131,28,0,22,68,1,0,48,84,3,2,0,1,16
wiggity01,2011,1,COL,NL,130,401,52,97,21,2,15,47,8,1,38,84,4,5,1,1,10
wilheto01,2011,1,SEA,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilkad01,2011,1,DET,AL,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
willido03,2011,1,CIN,NL,16,31,2,12,3,1,1,4,0,0,0,4,0,0,3,0,0
willije02,2011,1,LAA,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willijo03,2011,1,OAK,AL,136,488,69,120,26,0,29,98,4,1,56,150,3,11,0,8,6
willira01,2011,1,BOS,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
willire03,2011,1,LAA,AL,22,22,0,1,1,0,0,1,0,0,4,7,0,0,2,0,0
wilsobo02,2011,1,LAA,AL,57,111,5,21,8,0,1,8,0,2,10,16,1,0,4,2,2
wilsobr01,2011,1,SFN,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsocj01,2011,1,TEX,AL,34,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
wilsoja02,2011,1,SEA,AL,62,173,22,43,8,0,0,11,5,2,9,27,0,0,3,2,2
wilsoja02,2011,2,ATL,NL,17,41,3,9,1,0,0,0,0,0,1,12,0,0,3,0,0
wilsojo03,2011,1,ARI,NL,6,10,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
wilsojo03,2011,2,MIL,NL,54,75,10,17,4,0,2,4,1,0,4,21,0,0,3,0,0
wilsomi02,2011,1,SEA,AL,8,27,0,4,1,0,0,3,0,0,1,7,0,0,0,0,1
wisede01,2011,1,FLO,NL,49,67,6,16,2,0,0,5,4,2,3,21,0,1,0,1,0
wisede01,2011,2,TOR,AL,20,32,4,4,0,1,2,2,2,0,0,15,0,0,0,0,0
wolfra02,2011,1,MIL,NL,33,61,2,10,3,0,0,0,0,0,0,25,0,1,4,0,0
woodbl01,2011,1,KCA,AL,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
woodbr01,2011,1,LAA,AL,6,14,1,2,1,0,0,0,0,0,0,8,0,0,1,0,1
woodbr01,2011,2,PIT,NL,99,236,25,52,9,0,7,31,0,0,19,65,2,0,1,1,5
woodke02,2011,1,CHN,NL,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodti01,2011,1,PIT,NL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
woodtr01,2011,1,CIN,NL,26,30,2,2,0,0,1,3,0,0,0,14,0,0,5,0,0
woodwch01,2011,1,TOR,AL,11,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0
worleva01,2011,1,PHI,NL,25,45,4,10,1,0,0,5,0,0,1,14,0,0,2,0,0
worrema01,2011,1,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
worthda01,2011,1,DET,AL,30,37,6,10,2,0,0,3,0,0,2,9,0,0,0,0,0
wrighda03,2011,1,NYN,NL,102,389,60,99,23,1,14,61,13,2,52,97,4,3,0,3,5
wrighja01,2011,1,SEA,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrighwe01,2011,1,HOU,NL,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
wuertmi01,2011,1,OAK,AL,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youklke01,2011,1,BOS,AL,120,431,68,111,32,2,17,80,3,0,68,100,3,14,0,4,14
youngch03,2011,1,NYN,NL,4,9,1,3,0,0,0,2,0,0,0,4,0,0,2,0,0
youngch04,2011,1,ARI,NL,156,567,89,134,38,3,20,71,22,9,80,139,4,4,1,7,3
youngde03,2011,1,MIN,AL,84,305,26,81,16,0,4,32,1,0,18,55,2,0,0,2,12
youngde03,2011,2,DET,AL,40,168,28,46,5,1,8,32,0,0,5,30,0,2,0,3,7
younger03,2011,1,COL,NL,77,198,34,49,4,3,0,10,27,4,26,38,0,3,1,1,1
youngma02,2011,1,ATL,NL,20,48,4,10,1,0,0,1,0,1,4,6,0,0,0,0,0
youngmi02,2011,1,TEX,AL,159,631,88,213,41,6,11,106,6,2,47,78,7,2,0,9,17
zagurmi01,2011,1,PHI,NL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zambrca01,2011,1,CHN,NL,25,44,8,14,2,0,2,5,0,0,2,14,0,0,2,0,0
zieglbr01,2011,1,OAK,AL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zieglbr01,2011,2,ARI,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zimmejo02,2011,1,WAS,NL,29,43,1,9,1,0,0,3,0,0,2,12,0,0,11,0,0
zimmery01,2011,1,WAS,NL,101,395,52,114,21,2,12,49,3,1,41,73,4,1,0,3,14
zitoba01,2011,1,SFN,NL,13,13,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1
zobribe01,2011,1,TBA,AL,156,588,99,158,46,6,20,91,19,6,77,128,1,2,2,5,9
aardsda01,2012,1,NYA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abadfe01,2012,1,HOU,NL,37,7,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1
abreubo01,2012,1,LAA,AL,8,24,1,5,3,0,0,5,0,0,2,5,0,0,0,1,1
abreubo01,2012,2,LAN,NL,92,195,28,48,8,1,3,19,6,2,35,51,3,0,0,0,6
abreuto01,2012,1,KCA,AL,22,70,5,18,2,1,1,15,0,0,2,13,0,1,0,1,1
accarje01,2012,1,CLE,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
accarje01,2012,2,OAK,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aceveal01,2012,1,BOS,AL,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackledu01,2012,1,SEA,AL,153,607,84,137,22,2,12,50,13,3,59,124,7,0,1,1,3
acostma01,2012,1,NYN,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsma01,2012,1,SLN,NL,27,86,8,21,6,0,2,13,0,0,5,24,0,0,0,0,3
adamsmi03,2012,1,TEX,AL,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
